shipment_id,departure_timestamp,origin_port,destination_port,origin_region,destination_region,route_corridor,ocean_side,vessel_type,cargo_type,distance_nm,avg_speed_knots,baseline_eta_days,weather_delay_days,port_handling_days,geopolitical_event,geopolitical_delay_days,expected_delay_days,adjusted_eta_days,risk_score,freight_cost_index,baseline_arrival_timestamp,adjusted_arrival_timestamp,delay_class
SHP-0011214,2025-03-20 13:00:00,Mumbai,Durban,South Asia,Africa,Cape Diversion,Indian-Atlantic Side,Container,Food,4339.4,21.3,8.49,1.07,0.47,None,0.0,1.55,10.04,0.279,1.031,2025-03-29 00:44:50.620598707,2025-03-30 13:51:44.505809781,delayed
SHP-0011215,2025-07-30 22:00:00,Houston,Singapore,North America,Southeast Asia,Pacific Crossing,Pacific Side,Container,Food,8812.3,21.6,17.01,0.98,0.7,None,0.0,1.68,18.69,0.29,1.034,2025-08-16 22:11:13.900889866,2025-08-18 14:33:55.435253261,delayed
SHP-0011216,2025-10-22 10:00:00,Dubai,Santos,Middle East,South America,Cape Diversion,Indian-Atlantic Side,Container,Textiles,7517.6,17.0,18.41,0.85,1.33,None,0.0,2.17,20.58,0.331,1.043,2025-11-09 19:50:27.634885195,2025-11-12 00:00:07.759423128,delayed
SHP-0011217,2025-05-06 22:00:00,Sydney,Dubai,Oceania,Middle East,Cape Diversion,Indian-Atlantic Side,Tanker,Food,7417.1,15.7,19.62,0.0,1.76,None,0.0,1.76,21.39,0.297,1.035,2025-05-26 12:57:22.849876736,2025-05-28 07:17:45.985697692,delayed
SHP-0011218,2025-08-08 09:00:00,Dubai,Santos,Middle East,South America,Cape Diversion,Indian-Atlantic Side,Container,Textiles,7517.6,15.7,19.89,1.23,1.48,None,0.0,2.7,22.59,0.375,1.054,2025-08-28 06:19:41.608201725,2025-08-30 23:11:31.451420558,delayed
SHP-0011219,2025-03-06 11:00:00,Shanghai,Houston,East Asia,North America,Pacific Crossing,Pacific Side,Container,Machinery,6716.7,21.5,13.02,0.57,1.66,None,0.0,2.23,15.25,0.336,1.045,2025-03-19 11:28:49.041998938,2025-03-21 16:55:58.391612598,delayed
SHP-0011220,2025-06-25 04:00:00,Houston,Singapore,North America,Southeast Asia,Pacific Crossing,Pacific Side,Bulk Carrier,Chemicals,8812.3,14.2,25.78,0.09,0.7,None,0.0,0.8,26.58,0.216,1.016,2025-07-20 22:44:23.262190722,2025-07-21 17:51:57.937057882,on_time
SHP-0011221,2025-11-13 06:00:00,Los Angeles,Houston,North America,North America,Cape Diversion,Indian-Atlantic Side,Container,Machinery,1357.5,16.0,3.54,0.07,0.74,None,0.0,0.81,4.35,0.218,1.016,2025-11-16 19:01:59.237608503,2025-11-17 14:29:40.408082917,on_time
SHP-0011222,2025-02-27 00:00:00,Houston,Santos,North America,South America,Panama Corridor,Atlantic-Pacific Side,Tanker,Machinery,4717.5,15.1,13.01,0.1,0.94,Suez Disruption,3.96,5.0,18.01,0.804,1.274,2025-03-12 00:09:29.587839917,2025-03-17 00:13:03.852509880,critical_delay
SHP-0011223,2025-03-15 05:00:00,Shanghai,Durban,East Asia,Africa,Cape Diversion,Indian-Atlantic Side,Container,Food,7207.8,15.2,19.75,0.06,1.72,None,0.0,1.78,21.54,0.299,1.036,2025-04-03 23:02:54.302028403,2025-04-05 17:52:25.329991117,delayed
SHP-0011224,2025-07-24 21:00:00,Sydney,Dubai,Oceania,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Electronics,7417.1,13.5,22.86,0.85,1.09,None,0.0,1.94,24.8,0.312,1.039,2025-08-16 17:41:01.511239960,2025-08-18 16:14:40.425747607,delayed
SHP-0011225,2025-05-26 04:00:00,Shanghai,Mumbai,East Asia,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Food,3097.7,16.7,7.73,0.0,1.55,None,0.0,1.55,9.28,0.279,1.031,2025-06-02 21:32:00.723342022,2025-06-04 10:48:11.195992330,delayed
SHP-0011226,2025-05-08 04:00:00,Los Angeles,Mumbai,North America,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Textiles,8632.7,16.9,21.22,0.53,1.05,Red Sea Tension,1.6,3.18,24.41,0.53,1.132,2025-05-29 09:23:41.369851227,2025-06-01 13:47:11.141694280,delayed
SHP-0011227,2025-12-16 06:00:00,Durban,Dubai,Africa,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,4091.2,13.4,12.68,0.25,1.11,None,0.0,1.36,14.04,0.264,1.027,2025-12-28 22:16:53.489097413,2025-12-30 06:58:32.789933466,on_time
SHP-0011228,2025-02-08 20:00:00,Sydney,Rotterdam,Oceania,Europe,Cape Diversion,Indian-Atlantic Side,Container,Textiles,10273.3,21.1,20.27,0.0,0.92,None,0.0,0.92,21.19,0.227,1.018,2025-03-01 02:32:37.158823662,2025-03-02 00:38:38.380549614,on_time
SHP-0011229,2025-06-26 13:00:00,Rotterdam,Singapore,Europe,Southeast Asia,Suez Corridor,Indian-Atlantic Side,Tanker,Electronics,6139.1,12.2,21.03,0.56,0.71,None,0.0,1.27,22.29,0.256,1.025,2025-07-17 13:38:16.154737028,2025-07-18 20:02:43.594039325,on_time
SHP-0011230,2025-10-29 16:00:00,Shanghai,Durban,East Asia,Africa,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,7207.8,22.1,13.61,0.63,1.39,None,0.0,2.02,15.64,0.318,1.04,2025-11-12 06:45:24.827059653,2025-11-14 07:16:59.364113292,delayed
SHP-0011231,2025-05-15 22:00:00,Houston,Mumbai,North America,South Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Textiles,8888.9,18.0,20.62,0.71,0.96,None,0.0,1.67,22.29,0.289,1.033,2025-06-05 12:51:53.615429642,2025-06-07 04:53:07.558905246,delayed
SHP-0011232,2025-01-24 13:00:00,Los Angeles,Rotterdam,North America,Europe,Atlantic Crossing,Atlantic Side,Bulk Carrier,Textiles,4851.5,15.5,13.01,0.58,0.44,None,0.0,1.02,14.03,0.235,1.02,2025-02-06 13:08:18.265358446,2025-02-07 13:39:55.555278906,on_time
SHP-0011233,2025-08-13 02:00:00,Sydney,Rotterdam,Oceania,Europe,Cape Diversion,Indian-Atlantic Side,Tanker,Electronics,10273.3,14.6,29.25,0.92,1.43,Panama Drought,2.24,4.59,33.84,0.654,1.176,2025-09-11 07:58:49.766359226,2025-09-15 22:07:03.932383252,critical_delay
SHP-0011234,2025-08-20 14:00:00,Dubai,Mumbai,Middle East,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Food,1191.1,15.5,3.2,0.0,1.68,None,0.0,1.68,4.88,0.29,1.034,2025-08-23 18:48:03.827936966,2025-08-25 11:07:27.975402379,delayed
SHP-0011235,2025-01-31 23:00:00,Dubai,Sydney,Middle East,Oceania,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Food,7417.1,13.4,23.03,0.0,1.05,None,0.0,1.05,24.08,0.237,1.021,2025-02-23 23:46:08.802536877,2025-02-25 00:51:58.774653144,on_time
SHP-0011236,2025-12-30 10:00:00,Sydney,Rotterdam,Oceania,Europe,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,10273.3,15.3,28.03,0.0,1.56,None,0.0,1.56,29.59,0.28,1.031,2026-01-27 10:40:50.629354993,2026-01-29 00:07:33.103128535,delayed
SHP-0011237,2025-08-14 09:00:00,Houston,Rotterdam,North America,Europe,Atlantic Crossing,Atlantic Side,Container,Food,4358.4,19.0,9.54,0.68,1.76,None,0.0,2.45,11.98,0.354,1.049,2025-08-23 21:53:36.498780156,2025-08-26 08:35:46.567745779,delayed
SHP-0011238,2025-08-23 13:00:00,Dubai,Mumbai,Middle East,South Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Chemicals,1191.1,14.1,3.51,1.46,0.91,Suez Disruption,2.56,4.94,8.45,0.715,1.211,2025-08-27 01:21:25.314128300,2025-08-31 23:48:30.620036871,critical_delay
SHP-0011239,2025-09-21 06:00:00,Singapore,Santos,Southeast Asia,South America,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,9809.7,12.4,32.85,0.0,0.88,Hormuz Tension,2.14,3.03,35.88,0.549,1.16,2025-10-24 02:29:30.662580955,2025-10-27 03:05:34.004846932,delayed
SHP-0011240,2025-01-13 13:00:00,Shanghai,Sydney,East Asia,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Machinery,4851.4,18.5,10.94,0.65,0.78,None,0.0,1.43,12.37,0.269,1.029,2025-01-24 11:39:39.485844601,2025-01-25 21:58:05.158418782,on_time
SHP-0011241,2025-06-06 23:00:00,Dubai,Sydney,Middle East,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Electronics,7417.1,20.6,14.99,1.5,1.28,None,0.0,2.78,17.77,0.382,1.056,2025-06-21 22:43:13.872901713,2025-06-24 17:27:19.558620884,delayed
SHP-0011242,2025-06-28 08:00:00,Los Angeles,Durban,North America,Africa,Cape Diversion,Indian-Atlantic Side,Tanker,Auto Parts,10521.1,17.0,25.74,0.84,0.76,None,0.0,1.6,27.34,0.283,1.032,2025-07-24 01:48:13.737910014,2025-07-25 16:14:18.497877858,delayed
SHP-0011243,2025-11-09 18:00:00,Santos,Mumbai,South America,South Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Food,8463.8,15.1,23.43,0.0,1.5,None,0.0,1.5,24.93,0.275,1.03,2025-12-03 04:15:07.572736601,2025-12-04 16:12:17.396806561,on_time
SHP-0011244,2025-12-29 13:00:00,Singapore,Dubai,Southeast Asia,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Auto Parts,3593.1,13.8,10.87,0.28,0.7,None,0.0,0.98,11.85,0.231,1.02,2026-01-09 09:58:46.564062329,2026-01-10 09:24:31.527085982,on_time
SHP-0011245,2025-10-18 02:00:00,Houston,Los Angeles,North America,North America,Cape Diversion,Indian-Atlantic Side,Container,Textiles,1357.5,20.8,2.72,0.0,0.95,None,0.0,0.95,3.67,0.229,1.019,2025-10-20 19:19:39.983717968,2025-10-21 18:08:01.538888239,on_time
SHP-0011246,2025-08-15 05:00:00,Los Angeles,Dubai,North America,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Chemicals,8263.9,14.7,23.45,0.0,1.4,None,0.0,1.4,24.85,0.267,1.028,2025-09-07 15:54:03.130745872,2025-09-09 01:29:59.452938738,on_time
SHP-0011247,2025-10-30 00:00:00,Dubai,Shanghai,Middle East,East Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Food,3955.7,15.6,10.54,0.99,1.44,None,0.0,2.43,12.98,0.353,1.049,2025-11-09 13:01:38.434351373,2025-11-11 23:25:30.684459498,delayed
SHP-0011248,2025-05-24 13:00:00,Los Angeles,Shanghai,North America,East Asia,Pacific Crossing,Pacific Side,Tanker,Chemicals,5758.5,15.1,15.9,1.01,1.37,None,0.0,2.39,18.28,0.349,1.048,2025-06-09 10:29:05.361256167,2025-06-11 19:43:45.210928644,delayed
SHP-0011249,2025-04-02 19:00:00,Durban,Sydney,Africa,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Food,6492.4,18.6,14.58,0.89,1.22,Strait of Malacca Tension,1.32,3.43,18.0,0.516,1.124,2025-04-17 08:51:31.264870973,2025-04-20 19:06:58.501174461,delayed
SHP-0011250,2025-04-29 02:00:00,Shanghai,Houston,East Asia,North America,Pacific Crossing,Pacific Side,Container,Electronics,6716.7,19.6,14.28,0.71,0.66,Port Strike,0.96,2.33,16.6,0.411,1.087,2025-05-13 08:42:16.378311899,2025-05-15 16:30:42.508778376,delayed
SHP-0011251,2025-04-14 07:00:00,Singapore,Durban,Southeast Asia,Africa,Cape Diversion,Indian-Atlantic Side,Container,Textiles,5190.8,19.7,10.95,0.0,0.96,None,0.0,0.96,11.91,0.23,1.019,2025-04-25 05:49:36.129453464,2025-04-26 04:50:20.257404011,on_time
SHP-0011252,2025-07-22 08:00:00,Dubai,Durban,Middle East,Africa,Cape Diversion,Indian-Atlantic Side,Container,Machinery,4091.2,21.6,7.89,1.03,0.59,None,0.0,1.62,9.51,0.285,1.032,2025-07-30 05:14:34.879726533,2025-07-31 20:07:28.789526389,delayed
SHP-0011253,2025-01-19 02:00:00,Rotterdam,Dubai,Europe,Middle East,Suez Corridor,Indian-Atlantic Side,Bulk Carrier,Chemicals,2961.4,15.4,8.0,0.71,0.75,None,0.0,1.47,9.47,0.272,1.029,2025-01-27 02:05:12.500448403,2025-01-28 13:20:11.926658564,on_time
SHP-0011254,2025-03-13 02:00:00,Sydney,Shanghai,Oceania,East Asia,Cape Diversion,Indian-Atlantic Side,Container,Machinery,4851.4,21.0,9.61,0.95,1.78,Customs Slowdown,0.53,3.25,12.86,0.461,1.088,2025-03-22 16:40:27.199079837,2025-03-25 22:42:08.620800321,delayed
SHP-0011255,2025-12-11 04:00:00,Shanghai,Singapore,East Asia,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Textiles,2342.6,16.3,6.0,1.49,1.08,None,0.0,2.56,8.56,0.364,1.051,2025-12-17 03:56:49.036581064,2025-12-19 17:29:27.512220096,delayed
SHP-0011256,2025-08-27 13:00:00,Durban,Mumbai,Africa,South Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Electronics,4339.4,12.3,14.72,0.81,0.85,None,0.0,1.67,16.39,0.289,1.033,2025-09-11 06:23:31.958846390,2025-09-12 22:25:09.067519848,delayed
SHP-0011257,2025-03-21 08:00:00,Houston,Shanghai,North America,East Asia,Pacific Crossing,Pacific Side,Container,Machinery,6716.7,21.0,13.36,1.69,0.55,None,0.0,2.25,15.61,0.337,1.045,2025-04-03 16:36:06.385246940,2025-04-05 22:32:48.137584179,delayed
SHP-0011258,2025-10-20 10:00:00,Houston,Sydney,North America,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Electronics,8506.0,22.8,15.52,0.65,1.2,None,0.0,1.85,17.37,0.304,1.037,2025-11-04 22:26:03.168183770,2025-11-06 18:49:44.478737322,delayed
SHP-0011259,2025-06-14 23:00:00,Shanghai,Dubai,East Asia,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Food,3955.7,16.0,10.28,0.37,0.77,None,0.0,1.15,11.43,0.246,1.023,2025-06-25 05:44:58.012626180,2025-06-26 09:19:15.158455541,on_time
SHP-0011260,2025-10-12 09:00:00,Rotterdam,Los Angeles,Europe,North America,Atlantic Crossing,Atlantic Side,Tanker,Auto Parts,4851.5,14.3,14.15,1.59,1.25,None,0.0,2.85,17.0,0.387,1.057,2025-10-26 12:37:17.368130501,2025-10-29 08:56:11.933547564,delayed
SHP-0011261,2025-09-22 11:00:00,Houston,Singapore,North America,Southeast Asia,Pacific Crossing,Pacific Side,Container,Food,8812.3,20.4,17.98,0.0,0.66,None,0.0,0.66,18.64,0.205,1.013,2025-10-10 10:33:55.363500155,2025-10-11 02:23:03.897587218,on_time
SHP-0011262,2025-09-14 12:00:00,Sydney,Dubai,Oceania,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Machinery,7417.1,19.9,15.5,0.35,1.34,None,0.0,1.69,17.19,0.291,1.034,2025-09-30 00:04:08.160348630,2025-10-01 16:37:09.718198584,delayed
SHP-0011263,2025-04-24 01:00:00,Santos,Dubai,South America,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Textiles,7517.6,18.5,16.95,0.0,1.27,Red Sea Tension,1.8,3.07,20.02,0.535,1.138,2025-05-10 23:50:31.742454287,2025-05-14 01:31:59.207065942,delayed
SHP-0011264,2025-09-16 02:00:00,Mumbai,Singapore,South Asia,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,2403.0,12.7,7.9,0.0,1.5,None,0.0,1.5,9.4,0.275,1.03,2025-09-23 23:36:14.923486837,2025-09-25 11:34:09.009253286,on_time
SHP-0011265,2025-09-29 08:00:00,Los Angeles,Dubai,North America,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,8263.9,11.8,29.07,0.16,1.75,None,0.0,1.92,30.99,0.31,1.038,2025-10-28 09:40:11.774664485,2025-10-30 07:40:24.912145614,delayed
SHP-0011266,2025-10-14 03:00:00,Durban,Rotterdam,Africa,Europe,Cape Diversion,Indian-Atlantic Side,Container,Food,5820.3,16.2,14.99,0.3,1.27,None,0.0,1.57,16.56,0.281,1.031,2025-10-29 02:41:32.555584337,2025-10-30 16:27:24.090068350,delayed
SHP-0011267,2025-06-05 07:00:00,Shanghai,Singapore,East Asia,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Auto Parts,2342.6,16.8,5.81,0.06,1.31,None,0.0,1.36,7.17,0.264,1.027,2025-06-11 02:19:49.834762487,2025-06-12 11:02:20.323644149,on_time
SHP-0011268,2025-05-28 18:00:00,Houston,Durban,North America,Africa,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,9167.1,15.4,24.87,0.89,1.64,None,0.0,2.53,27.4,0.361,1.051,2025-06-22 14:56:37.305774502,2025-06-25 03:41:34.922734923,delayed
SHP-0011269,2025-04-06 23:00:00,Shanghai,Houston,East Asia,North America,Pacific Crossing,Pacific Side,Container,Auto Parts,6716.7,19.7,14.18,0.0,1.46,None,0.0,1.46,15.64,0.271,1.029,2025-04-21 03:20:39.266544799,2025-04-22 14:18:37.771019141,on_time
SHP-0011270,2025-06-03 09:00:00,Durban,Shanghai,Africa,East Asia,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,7207.8,19.8,15.15,0.25,0.79,None,0.0,1.04,16.19,0.237,1.021,2025-06-18 12:36:48.566999364,2025-06-19 13:31:34.187513802,on_time
SHP-0011271,2025-11-24 04:00:00,Houston,Los Angeles,North America,North America,Cape Diversion,Indian-Atlantic Side,Container,Textiles,1357.5,16.5,3.43,0.24,1.0,Hormuz Tension,3.14,4.38,7.81,0.73,1.237,2025-11-27 14:25:09.584462706,2025-12-01 23:28:04.839491317,critical_delay
SHP-0011272,2025-05-15 05:00:00,Rotterdam,Santos,Europe,South America,Atlantic Crossing,Atlantic Side,Bulk Carrier,Electronics,5278.4,15.0,14.62,0.04,1.39,None,0.0,1.44,16.06,0.27,1.029,2025-05-29 19:53:27.225818583,2025-05-31 06:26:20.758948028,on_time
SHP-0011273,2025-07-02 06:00:00,Durban,Rotterdam,Africa,Europe,Cape Diversion,Indian-Atlantic Side,Tanker,Auto Parts,5820.3,12.7,19.1,2.22,1.1,None,0.0,3.33,22.43,0.427,1.067,2025-07-21 08:28:05.644362296,2025-07-24 16:16:43.296966091,delayed
SHP-0011274,2025-02-15 02:00:00,Singapore,Rotterdam,Southeast Asia,Europe,Suez Corridor,Indian-Atlantic Side,Container,Machinery,6139.1,17.8,14.35,0.0,1.71,Panama Drought,1.61,3.32,17.67,0.514,1.125,2025-03-01 10:22:40.896453216,2025-03-04 18:09:46.650018107,delayed
SHP-0011275,2025-12-26 21:00:00,Rotterdam,Shanghai,Europe,East Asia,Suez Corridor,Indian-Atlantic Side,Tanker,Chemicals,5205.9,15.4,14.05,0.0,0.71,None,0.0,0.71,14.76,0.209,1.014,2026-01-09 22:11:59.806763090,2026-01-10 15:09:48.112735242,on_time
SHP-0011276,2025-03-08 08:00:00,Sydney,Shanghai,Oceania,East Asia,Cape Diversion,Indian-Atlantic Side,Container,Machinery,4851.4,22.3,9.06,0.0,0.83,Strait of Malacca Tension,2.52,3.35,12.41,0.582,1.173,2025-03-17 09:32:03.437944958,2025-03-20 17:54:13.420507118,delayed
SHP-0011277,2025-08-22 16:00:00,Sydney,Singapore,Oceania,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,3881.8,22.5,7.17,0.09,1.46,None,0.0,1.54,8.72,0.279,1.031,2025-08-29 20:08:49.145019812,2025-08-31 09:13:17.479429377,delayed
SHP-0011278,2025-08-19 06:00:00,Santos,Singapore,South America,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Textiles,9809.7,15.4,26.48,0.1,1.8,None,0.0,1.9,28.38,0.308,1.038,2025-09-14 17:34:56.397019811,2025-09-16 15:06:16.841620468,delayed
SHP-0011279,2025-08-04 19:00:00,Sydney,Dubai,Oceania,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Food,7417.1,19.7,15.71,0.92,0.71,None,0.0,1.63,17.34,0.286,1.033,2025-08-20 12:02:38.597740995,2025-08-22 03:10:02.810232189,delayed
SHP-0011280,2025-09-27 16:00:00,Shanghai,Santos,East Asia,South America,Cape Diversion,Indian-Atlantic Side,Tanker,Chemicals,11429.9,16.9,28.15,0.0,1.31,None,0.0,1.31,29.45,0.259,1.026,2025-10-25 19:29:43.574406737,2025-10-27 02:50:09.299484055,on_time
SHP-0011281,2025-04-26 15:00:00,Mumbai,Rotterdam,South Asia,Europe,Suez Corridor,Indian-Atlantic Side,Bulk Carrier,Textiles,3936.1,15.5,10.6,0.65,0.47,None,0.0,1.12,11.71,0.243,1.022,2025-05-07 05:17:36.108129958,2025-05-08 08:06:49.356578076,on_time
SHP-0011282,2025-03-08 06:00:00,Houston,Shanghai,North America,East Asia,Pacific Crossing,Pacific Side,Tanker,Electronics,6716.7,14.5,19.32,0.0,0.73,None,0.0,0.73,20.05,0.211,1.015,2025-03-27 13:47:49.097506444,2025-03-28 07:16:32.613277391,on_time
SHP-0011283,2025-09-08 04:00:00,Shanghai,Singapore,East Asia,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Electronics,2342.6,19.6,4.97,0.18,0.86,Port Strike,1.8,2.84,7.81,0.512,1.133,2025-09-13 03:17:52.959191161,2025-09-15 23:24:29.929106695,delayed
SHP-0011284,2025-10-29 06:00:00,Houston,Singapore,North America,Southeast Asia,Pacific Crossing,Pacific Side,Container,Textiles,8812.3,21.4,17.17,0.13,1.7,None,0.0,1.84,19.0,0.303,1.037,2025-11-15 09:58:39.393362614,2025-11-17 06:06:13.277321948,delayed
SHP-0011285,2025-04-03 23:00:00,Mumbai,Rotterdam,South Asia,Europe,Suez Corridor,Indian-Atlantic Side,Container,Auto Parts,3936.1,17.3,9.49,0.6,0.69,None,0.0,1.3,10.79,0.258,1.026,2025-04-13 10:47:32.524900183,2025-04-14 17:54:16.814984909,on_time
SHP-0011286,2025-08-02 06:00:00,Dubai,Sydney,Middle East,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Food,7417.1,20.8,14.83,0.33,1.61,None,0.0,1.94,16.77,0.312,1.039,2025-08-17 01:58:51.755935863,2025-08-19 00:30:08.124503702,delayed
SHP-0011287,2025-09-26 22:00:00,Los Angeles,Singapore,North America,Southeast Asia,Pacific Crossing,Pacific Side,Tanker,Food,7786.4,16.6,19.53,0.02,0.46,None,0.0,0.48,20.01,0.19,1.01,2025-10-16 10:45:56.523466655,2025-10-16 22:19:28.588625184,on_time
SHP-0011288,2025-11-28 16:00:00,Sydney,Mumbai,Oceania,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Machinery,6252.0,22.4,11.65,0.17,1.31,None,0.0,1.47,13.13,0.273,1.029,2025-12-10 07:38:20.687304840,2025-12-11 19:00:34.528055924,on_time
SHP-0011289,2025-03-07 01:00:00,Shanghai,Santos,East Asia,South America,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,11429.9,15.2,31.25,0.0,0.5,None,0.0,0.5,31.75,0.192,1.01,2025-04-07 07:01:26.971286736,2025-04-07 19:05:51.144619827,on_time
SHP-0011290,2025-06-01 22:00:00,Singapore,Mumbai,Southeast Asia,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,2403.0,21.7,4.62,0.0,1.79,None,0.0,1.79,6.41,0.299,1.036,2025-06-06 12:52:26.843584304,2025-06-08 07:50:13.178349792,delayed
SHP-0011291,2025-11-13 12:00:00,Singapore,Dubai,Southeast Asia,Middle East,Cape Diversion,Indian-Atlantic Side,Tanker,Food,3593.1,15.1,9.93,0.23,0.82,None,0.0,1.05,10.98,0.237,1.021,2025-11-23 10:23:21.653553762,2025-11-24 11:31:41.095018309,on_time
SHP-0011292,2025-10-29 16:00:00,Santos,Dubai,South America,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Electronics,7517.6,19.9,15.78,0.66,1.66,None,0.0,2.32,18.1,0.343,1.046,2025-11-14 10:42:41.703678812,2025-11-16 18:22:38.358341846,delayed
SHP-0011293,2025-07-25 22:00:00,Rotterdam,Santos,Europe,South America,Atlantic Crossing,Atlantic Side,Container,Auto Parts,5278.4,21.9,10.03,0.0,0.63,Strait of Malacca Tension,1.82,2.45,12.48,0.464,1.124,2025-08-04 22:43:35.236718063,2025-08-07 09:24:46.017206896,delayed
SHP-0011294,2025-05-15 22:00:00,Santos,Rotterdam,South America,Europe,Atlantic Crossing,Atlantic Side,Tanker,Chemicals,5278.4,15.8,13.89,0.58,1.61,Panama Drought,2.94,5.12,19.01,0.736,1.214,2025-05-29 19:24:17.901255055,2025-06-03 22:19:55.479475536,critical_delay
SHP-0011295,2025-03-08 16:00:00,Santos,Singapore,South America,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,9809.7,22.1,18.51,0.22,0.42,None,0.0,0.64,19.15,0.203,1.013,2025-03-27 04:13:10.443065937,2025-03-27 19:35:21.487914147,on_time
SHP-0011296,2025-08-26 12:00:00,Houston,Dubai,North America,Middle East,Cape Diversion,Indian-Atlantic Side,Tanker,Auto Parts,8093.2,14.6,23.09,0.81,0.43,Suez Disruption,3.64,4.88,27.98,0.775,1.257,2025-09-18 14:16:36.389089620,2025-09-23 11:29:08.603510807,critical_delay
SHP-0011297,2025-09-10 23:00:00,Rotterdam,Dubai,Europe,Middle East,Suez Corridor,Indian-Atlantic Side,Tanker,Chemicals,2961.4,12.1,10.19,0.0,0.7,Panama Drought,1.93,2.63,12.82,0.473,1.122,2025-09-21 03:37:24.509762618,2025-09-23 18:39:18.034916751,delayed
SHP-0011298,2025-01-30 13:00:00,Rotterdam,Sydney,Europe,Oceania,Cape Diversion,Indian-Atlantic Side,Tanker,Machinery,10273.3,16.0,26.79,0.31,1.79,None,0.0,2.1,28.89,0.325,1.042,2025-02-26 07:55:39.765378855,2025-02-28 10:23:50.363724289,delayed
SHP-0011299,2025-05-04 19:00:00,Santos,Los Angeles,South America,North America,Panama Corridor,Atlantic-Pacific Side,Tanker,Auto Parts,5906.0,16.8,14.69,0.0,1.17,Suez Disruption,3.84,5.01,19.7,0.798,1.269,2025-05-19 11:31:24.842394364,2025-05-24 11:47:27.365278709,critical_delay
SHP-0011300,2025-02-03 01:00:00,Santos,Durban,South America,Africa,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,4649.8,22.6,8.58,0.26,0.43,None,0.0,0.69,9.26,0.207,1.014,2025-02-11 14:48:03.874375998,2025-02-12 07:16:46.157892818,on_time
SHP-0011301,2025-05-10 03:00:00,Durban,Shanghai,Africa,East Asia,Cape Diversion,Indian-Atlantic Side,Container,Textiles,7207.8,18.6,16.13,0.21,1.06,None,0.0,1.27,17.4,0.256,1.025,2025-05-26 06:09:07.750945978,2025-05-27 12:34:00.248481310,on_time
SHP-0011302,2025-09-09 06:00:00,Durban,Los Angeles,Africa,North America,Cape Diversion,Indian-Atlantic Side,Container,Electronics,10521.1,22.1,19.81,0.07,1.01,None,0.0,1.08,20.89,0.24,1.022,2025-09-29 01:26:47.221094333,2025-09-30 03:27:48.441907604,on_time
SHP-0011303,2025-08-29 05:00:00,Rotterdam,Sydney,Europe,Oceania,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,10273.3,13.1,32.57,1.56,1.11,None,0.0,2.67,35.24,0.372,1.053,2025-09-30 18:47:37.488837480,2025-10-03 10:51:33.872104385,delayed
